Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,name_length,title,title_group,family_size,is_alone,ticket_group_size,fare_per_person,age_fare_ratio,cabin_deck,cabin_room_number,cabin_score,name_word_count,Survived
3,male,45.0,0,0,8.05,S,21,Mr,Mr,1,1,1,8.05,5.590062111801242,Unknown,,5.021950103312426,4,1
2,male,43.0,1,1,26.25,S,18,Mr,Mr,3,0,3,8.75,1.638095238095238,Unknown,,5.373956029379229,3,0
2,female,24.0,2,3,18.75,S,37,Mrs,Mrs,6,0,3,6.25,1.28,Unknown,,9.00018641848105,5,1
3,female,41.0,0,2,20.2125,S,40,Mrs,Mrs,3,0,2,10.106,2.0284477427334573,Unknown,,0.3353243473577938,5,0
3,male,3.0,4,2,31.3875,S,33,Master,Master,7,0,4,7.847,0.0955794504181601,Unknown,,8.464522917345182,5,1
3,male,,0,0,7.7292,Q,20,Mr,Mr,1,1,1,7.729,0.0,Unknown,,0.1300192351073603,3,0
3,male,23.0,0,0,9.225,S,22,Mr,Mr,1,1,1,9.225,2.4932249322493227,Unknown,,7.755276166950106,4,0
3,male,,1,0,15.5,Q,17,Mr,Mr,2,0,1,15.5,0.0,Unknown,,1.340152284506407,3,0
3,male,1.0,4,1,39.6875,S,28,Master,Master,6,0,6,6.615,0.0251968503937007,Unknown,,4.103968269896615,4,0
3,male,25.0,1,0,7.775,S,24,Mr,Mr,2,0,1,7.775,3.215434083601286,Unknown,,7.222525683930662,4,1
3,female,18.0,0,0,7.775,S,31,Miss,Miss,1,1,1,7.775,2.315112540192926,Unknown,,7.315895217553319,4,0
3,female,63.0,0,0,9.5875,S,22,Mrs,Mrs,1,1,1,9.588,6.571056062581486,Unknown,,5.902306668690871,3,1
3,male,38.0,0,0,8.6625,S,15,Mr,Mr,1,1,1,8.662,4.386724386724387,Unknown,,7.7091220374582194,3,0
3,female,5.0,2,1,19.2583,C,30,Miss,Miss,4,0,4,4.815,0.2596283161026674,Unknown,,1.662833687560794,4,1
3,male,,0,0,7.75,Q,17,Mr,Mr,1,1,1,7.75,0.0,Unknown,,1.1063173695520725,3,0
3,male,,1,0,24.15,Q,19,Mr,Mr,2,0,3,8.05,0.0,Unknown,,1.4249554290151325,4,0
3,male,49.0,0,0,0.0,S,19,Mr,Mr,1,1,4,0.0,0.0,Unknown,,7.582384757040913,3,0
3,male,16.0,0,0,8.05,S,28,Mr,Mr,1,1,1,8.05,1.9875776397515523,Unknown,,9.447320222914104,5,0
3,male,24.0,0,0,9.5,S,22,Mr,Mr,1,1,1,9.5,2.526315789473684,Unknown,,6.181557343181191,4,0
3,male,,1,0,7.75,Q,19,Mr,Mr,2,0,1,7.75,0.0,Unknown,,5.744731131799119,3,0
2,male,34.0,0,0,13.0,S,20,Mr,Mr,1,1,2,6.5,2.6153846153846154,Unknown,,0.8011484638467514,3,0
2,male,42.0,0,0,13.0,S,20,Mr,Mr,1,1,1,13.0,3.230769230769231,Unknown,,6.966508238768922,3,1
3,female,45.0,0,0,7.75,S,33,Miss,Miss,1,1,1,7.75,5.806451612903226,Unknown,,5.833917947661204,4,0
3,male,32.0,0,0,7.925,S,26,Mr,Mr,1,1,1,7.925,4.037854889589905,Unknown,,7.974260216069281,4,0
3,female,18.0,0,1,14.4542,C,21,Miss,Miss,2,0,2,7.227,1.2453127810601765,Unknown,,1.6362382119166918,3,0
2,female,44.0,1,0,26.0,S,45,Mrs,Mrs,2,0,2,13.0,1.6923076923076923,Unknown,,7.33113022415281,6,0
3,male,21.0,0,0,7.8,S,28,Mr,Mr,1,1,1,7.8,2.6923076923076925,Unknown,,2.129641615089107,4,0
3,female,21.0,1,0,9.825,S,24,Miss,Miss,2,0,1,9.825,2.137404580152672,Unknown,,6.24148907849134,4,0
1,male,,0,0,227.525,C,19,Mr,Mr,1,1,4,56.881,0.0,Unknown,,1.1047411313139466,3,0
2,female,40.0,1,1,39.0,S,61,Mrs,Mrs,3,0,2,19.5,1.0256410256410255,Unknown,,9.629920038589946,8,1
1,female,,1,0,52.0,S,49,Mrs,Mrs,2,0,2,26.0,0.0,C,126.0,5.412665786761103,7,1
3,male,19.0,0,0,7.65,S,42,Mr,Mr,1,1,1,7.65,2.4836601307189543,F,73.0,6.385259476640855,6,0
3,male,34.0,0,0,8.05,S,19,Mr,Mr,1,1,1,8.05,4.22360248447205,Unknown,,9.36829739324758,3,0
1,female,40.0,1,1,134.5,C,56,Mrs,Mrs,3,0,2,67.25,0.2973977695167286,E,34.0,4.522179408898071,7,1
2,male,16.0,0,0,26.0,S,19,Mr,Mr,1,1,2,13.0,0.6153846153846154,Unknown,,9.3621224624369,3,0
3,male,,0,0,7.2292,C,17,Mr,Mr,1,1,1,7.229,0.0,Unknown,,7.907231648389636,3,0
2,male,35.0,0,0,26.0,S,20,Mr,Mr,1,1,2,13.0,1.3461538461538465,Unknown,,8.129010091300776,4,0
3,male,74.0,0,0,7.775,S,19,Mr,Mr,1,1,1,7.775,9.517684887459806,Unknown,,2.106621890056666,3,0
1,female,30.0,0,0,106.425,C,19,Miss,Miss,1,1,2,53.212,0.2818886539816772,Unknown,,0.2440078155653802,3,1
1,male,71.0,0,0,49.5042,C,23,Mr,Mr,1,1,1,49.504,1.4342217428016208,Unknown,,7.322248864095612,3,0
2,female,31.0,1,1,26.25,S,43,Mrs,Mrs,3,0,3,8.75,1.180952380952381,Unknown,,8.948166560605276,6,1
3,male,22.0,0,0,7.8958,S,20,Mr,Mr,1,1,1,7.896,2.7862914460852606,Unknown,,5.65133183589209,3,0
2,female,29.0,1,0,26.0,S,50,Mrs,Mrs,2,0,1,26.0,1.1153846153846154,Unknown,,0.1454466566788192,6,1
3,male,21.0,0,0,7.7333,Q,19,Mr,Mr,1,1,1,7.733,2.715528946245458,Unknown,,8.34930236799299,3,0
3,male,26.0,0,0,7.8958,S,25,Mr,Mr,1,1,1,7.896,3.292889890828035,Unknown,,4.80586577326648,3,0
3,female,25.0,1,0,7.925,S,29,Miss,Miss,2,0,1,7.925,3.154574132492113,Unknown,,1.8552551570312117,4,0
3,male,42.0,0,1,8.4042,S,32,Mr,Mr,2,0,1,8.404,4.997501249375313,Unknown,,8.09874445854635,5,0
1,male,80.0,0,0,30.0,S,36,Mr,Mr,1,1,1,30.0,2.6666666666666665,A,23.0,8.246809659251491,5,1
1,female,24.0,0,0,69.3,C,20,Mlle,Other,1,1,2,34.65,0.3463203463203463,B,35.0,8.37013328363672,3,1
3,male,22.0,0,0,7.25,S,18,Mr,Mr,1,1,1,7.25,3.034482758620689,Unknown,,2.24604822939982,3,0
2,female,24.0,0,2,14.5,S,31,Mrs,Mrs,3,0,2,7.25,1.6551724137931034,Unknown,,5.334610919763215,4,1
3,female,,0,2,22.3583,C,38,Mrs,Mrs,3,0,2,11.179,0.0,Unknown,,6.2589137643700905,5,1
1,male,56.0,0,0,35.5,C,35,Col,Other,1,1,1,35.5,1.5774647887323945,A,26.0,8.808707591989284,4,1
2,female,34.0,1,1,32.5,S,47,Mrs,Mrs,3,0,1,32.5,1.0461538461538462,Unknown,,2.686773593849461,7,1
3,male,17.0,1,0,7.0542,S,25,Mr,Mr,2,0,1,7.054,2.409911825579088,Unknown,,2.299546058910862,4,0
2,female,27.0,1,0,21.0,S,56,Mrs,Mrs,2,0,2,10.5,1.2857142857142858,Unknown,,8.5218150031854,8,0
2,female,24.0,0,0,13.0,S,29,Miss,Miss,1,1,1,13.0,1.8461538461538465,F,33.0,1.9068772066366655,4,1
1,male,4.0,0,2,81.8583,S,25,Master,Master,3,0,1,81.858,0.0488649287854744,A,34.0,3.831385282494975,3,1
2,male,,0,0,0.0,S,20,Mr,Mr,1,1,1,0.0,0.0,Unknown,,7.70921844644052,4,0
1,female,17.0,1,0,57.0,S,41,Mrs,Mrs,2,0,2,28.5,0.2982456140350877,B,20.0,1.3271575404306035,6,1
1,male,45.5,0,0,28.5,S,19,Mr,Mr,1,1,1,28.5,1.5964912280701755,C,124.0,6.635373720167106,3,0
1,male,,0,0,27.7208,C,21,Mr,Mr,1,1,1,27.721,0.0,Unknown,,8.623637087467452,4,0
3,male,23.0,0,0,7.8542,S,22,Mr,Mr,1,1,1,7.854,2.928369534771205,Unknown,,7.271690697663081,3,0
3,male,30.0,0,0,8.05,S,29,Mr,Mr,1,1,1,8.05,3.726708074534161,Unknown,,9.502373538208024,4,0
2,male,34.0,1,0,21.0,S,18,Mr,Mr,2,0,1,21.0,1.619047619047619,Unknown,,4.361265291353167,3,0
1,female,,1,0,89.1042,C,44,Mrs,Mrs,2,0,2,44.552,0.0,C,92.0,5.923503285933622,6,1
3,male,,8,2,69.55,S,19,Mr,Mr,11,0,7,9.936,0.0,Unknown,,5.956387406078443,3,0
3,male,40.0,1,4,27.9,S,18,Mr,Mr,6,0,6,4.65,1.4336917562724014,Unknown,,3.7330931627975295,3,0
1,female,18.0,0,2,79.65,S,19,Miss,Miss,3,0,3,26.55,0.2259887005649717,E,68.0,1.7652803200550826,3,1
1,female,52.0,1,1,93.5,S,50,Mrs,Mrs,3,0,2,46.75,0.5561497326203209,B,69.0,5.553635509376313,7,1
3,male,20.0,0,0,9.225,S,27,Mr,Mr,1,1,1,9.225,2.1680216802168024,Unknown,,3.458830569529568,4,0
3,male,4.0,3,2,27.9,S,21,Master,Master,6,0,6,4.65,0.1433691756272401,Unknown,,6.220867002278735,3,0
1,female,48.0,0,0,25.9292,S,51,Mrs,Mrs,1,1,1,25.929,1.851194791971985,D,17.0,8.543850933695792,7,1
3,female,26.0,0,0,7.8542,S,31,Miss,Miss,1,1,1,7.854,3.310330778437015,Unknown,,9.198556164127606,4,1
2,male,23.0,0,0,15.0458,C,18,Mr,Mr,1,1,1,15.046,1.5286658070690824,Unknown,,8.90527280739895,3,0
1,male,52.0,1,1,79.65,S,17,Mr,Mr,3,0,3,26.55,0.652856246076585,E,67.0,1.2748866233198242,3,0
2,male,25.0,0,0,13.0,S,30,Mr,Mr,1,1,1,13.0,1.9230769230769231,Unknown,,1.1976213181925122,5,0
1,male,36.0,0,0,26.2875,S,25,Mr,Mr,1,1,1,26.288,1.369472182596291,E,25.0,9.243961953765304,4,1
3,female,2.0,4,2,31.275,S,33,Miss,Miss,7,0,7,4.468,0.0639488409272582,Unknown,,2.5243694434402077,5,0
2,male,,0,0,0.0,S,30,Mr,Mr,1,1,3,0.0,0.0,Unknown,,7.998552559473152,4,0
2,male,25.0,0,0,13.0,S,42,Mr,Mr,1,1,1,13.0,1.9230769230769231,Unknown,,8.980542894407137,5,0
3,male,24.0,0,0,8.05,S,22,Mr,Mr,1,1,1,8.05,2.981366459627329,Unknown,,0.4086861626647886,3,0
3,male,19.0,0,0,7.8958,S,20,Mr,Mr,1,1,1,7.896,2.4063426125281797,Unknown,,1.3087366071834985,3,0
2,male,31.0,0,0,10.5,S,38,Mr,Mr,1,1,1,10.5,2.952380952380953,Unknown,,5.974131021703083,5,0
3,female,19.0,0,0,7.8792,Q,29,Miss,Miss,1,1,1,7.879,2.41141232612448,Unknown,,8.76653602658345,4,1
1,female,21.0,2,2,262.375,C,37,Miss,Miss,5,0,2,131.188,0.0800381133873273,B,57.0,1.1730818896239448,5,1
2,male,23.0,0,0,13.0,S,26,Mr,Mr,1,1,1,13.0,1.7692307692307692,Unknown,,8.447832281168877,4,0
2,male,19.0,1,1,36.75,S,28,Mr,Mr,3,0,2,18.375,0.5170068027210885,Unknown,,1.2758030279556376,4,0
3,male,65.0,0,0,7.75,Q,16,Mr,Mr,1,1,1,7.75,8.387096774193548,Unknown,,1.533514031160802,3,0
3,male,,1,0,19.9667,S,36,Mr,Mr,2,0,1,19.967,0.0,Unknown,,1.8513292883861965,5,0
2,female,45.0,1,1,26.25,S,43,Mrs,Mrs,3,0,3,8.75,1.7142857142857142,Unknown,,6.005168604336534,6,1
2,male,18.0,0,0,11.5,S,26,Mr,Mr,1,1,1,11.5,1.565217391304348,Unknown,,4.316595462296794,4,0
1,female,54.0,1,0,59.4,C,46,Mrs,Mrs,2,0,1,59.4,0.9090909090909092,Unknown,,9.71058245165368,6,1
1,male,54.0,0,1,77.2875,S,27,Mr,Mr,2,0,2,38.644,0.6986899563318778,D,26.0,1.0717201133977603,4,0
3,male,,0,0,7.2292,C,17,Mr,Mr,1,1,1,7.229,0.0,Unknown,,0.7695320162920916,3,0
1,male,47.0,0,0,52.0,S,30,Mr,Mr,1,1,2,26.0,0.903846153846154,C,110.0,1.8452101935637728,4,0
1,male,56.0,0,0,26.55,S,26,Mr,Mr,1,1,1,26.55,2.109227871939736,Unknown,,0.5142581348425035,4,0
2,male,21.0,2,0,73.5,S,27,Mr,Mr,3,0,5,14.7,0.2857142857142857,Unknown,,7.133495858845524,4,0
2,male,29.0,0,0,10.5,S,31,Mr,Mr,1,1,1,10.5,2.761904761904762,Unknown,,6.277080530714178,4,0
3,male,39.0,0,0,24.15,S,17,Mr,Mr,1,1,2,12.075,1.6149068322981368,Unknown,,1.5954468011318834,3,0
3,female,39.0,0,5,29.125,Q,36,Mrs,Mrs,6,0,5,5.825,1.3390557939914165,Unknown,,8.288833658826094,5,0
3,male,36.0,1,0,15.55,S,29,Mr,Mr,2,0,1,15.55,2.315112540192926,Unknown,,5.800862078378112,4,0
2,male,24.0,2,0,73.5,S,25,Mr,Mr,3,0,5,14.7,0.3265306122448979,Unknown,,8.179670241190621,4,0
3,male,,0,0,8.6625,S,19,Mr,Mr,1,1,1,8.662,0.0,Unknown,,1.8656702405130576,3,0
3,female,47.0,1,0,14.5,S,46,Mrs,Mrs,2,0,1,14.5,3.2413793103448274,Unknown,,2.1144800699654462,7,0
1,male,,0,0,26.0,S,26,Mr,Mr,1,1,1,26.0,0.0,A,19.0,0.181101838208405,4,0
3,male,30.0,0,0,9.5,S,23,Mr,Mr,1,1,1,9.5,3.1578947368421053,Unknown,,9.321182824836123,4,1
3,male,,0,0,7.3125,S,21,Mr,Mr,1,1,1,7.312,0.0,Unknown,,1.0178247262040374,4,0
1,female,49.0,1,0,76.7292,C,40,Mrs,Mrs,2,0,3,25.576,0.638609551513635,D,33.0,1.3637147558676976,6,1
2,female,54.0,1,3,23.0,S,37,Mrs,Mrs,5,0,1,23.0,2.347826086956522,Unknown,,3.2646130824399187,5,1
3,male,,0,0,7.7375,Q,23,Mr,Mr,1,1,1,7.738,0.0,Unknown,,0.3320310879136656,4,0
1,female,35.0,1,0,53.1,S,44,Mrs,Mrs,2,0,2,26.55,0.6591337099811676,C,123.0,8.660638895004084,7,1
3,male,44.0,0,0,8.05,S,16,Mr,Mr,1,1,1,8.05,5.46583850931677,Unknown,,6.832953766065052,3,0
3,male,31.0,0,0,7.775,S,25,Mr,Mr,1,1,1,7.775,3.9871382636655945,Unknown,,6.4357769519652495,4,0
3,female,8.0,3,1,21.075,S,29,Miss,Miss,5,0,4,5.269,0.3795966785290628,Unknown,,7.689874151805105,4,0
1,female,45.0,1,1,164.8667,S,42,Mrs,Mrs,3,0,2,82.433,0.2729477814501048,Unknown,,7.158249646820885,6,1
2,male,18.0,0,0,11.5,S,24,Mr,Mr,1,1,1,11.5,1.565217391304348,Unknown,,4.799388347171235,4,0
1,female,51.0,1,0,77.9583,S,36,Mrs,Mrs,2,0,3,25.986,0.6541958970372623,D,11.0,1.049301784181749,6,1
1,male,0.92,1,2,151.55,S,30,Master,Master,4,0,4,37.888,0.0060706037611349,C,22.0,5.188380571260721,4,1
1,female,22.0,0,1,55.0,S,27,Miss,Miss,2,0,2,27.5,0.4,E,33.0,1.552402459307125,4,1
3,male,32.0,0,0,8.05,S,34,Mr,Mr,1,1,1,8.05,3.975155279503105,E,10.0,5.765164755142536,5,1
2,female,30.0,0,0,13.0,S,21,Miss,Miss,1,1,1,13.0,2.3076923076923075,Unknown,,4.915945467414369,3,1
3,male,51.0,0,0,8.05,S,23,Mr,Mr,1,1,1,8.05,6.335403726708074,Unknown,,6.651972206962001,4,0
3,female,14.5,1,0,14.4542,C,20,Miss,Miss,2,0,2,7.227,1.0031686291873645,Unknown,,2.093493233367103,3,0
3,male,,0,0,7.05,S,21,Mr,Mr,1,1,1,7.05,0.0,Unknown,,9.556514982297534,4,0
3,male,32.0,0,0,56.4958,S,15,Mr,Mr,1,1,7,8.071,0.5664137865115637,Unknown,,9.87649563736058,3,1
1,male,,0,0,26.55,S,18,Mr,Mr,1,1,1,26.55,0.0,C,124.0,1.5105789178090023,3,0
3,male,8.0,4,1,29.125,Q,25,Master,Master,6,0,5,5.825,0.2746781115879828,Unknown,,1.0456784033440023,4,0
2,male,42.0,1,0,27.0,S,28,Mr,Mr,2,0,2,13.5,1.5555555555555556,Unknown,,7.952673118598902,4,0
1,male,,0,0,30.0,S,27,Mr,Mr,1,1,1,30.0,0.0,D,45.0,7.965372909761763,4,1
3,female,19.0,1,0,7.8542,S,47,Miss,Miss,2,0,1,7.854,2.419087876550126,Unknown,,3.366042781939206,5,1
3,male,30.0,0,0,7.8958,S,17,Mr,Mr,1,1,1,7.896,3.7994883355708096,Unknown,,0.9148683739775488,3,0
3,male,4.0,4,1,29.125,Q,20,Master,Master,6,0,5,5.825,0.1373390557939914,Unknown,,2.579028270449398,3,0
3,male,36.0,0,0,0.0,S,19,Mr,Mr,1,1,4,0.0,0.0,Unknown,,1.8704374855752337,3,0
3,male,,1,0,15.5,Q,19,Mr,Mr,2,0,2,7.75,0.0,Unknown,,0.2538635566034486,3,0
3,male,20.0,0,0,4.0125,C,19,Mr,Mr,1,1,1,4.012,4.984423676012461,Unknown,,0.9944139275934516,3,0
1,male,,0,0,30.6958,C,24,Mr,Mr,1,1,1,30.696,0.0,Unknown,,5.412963353010705,4,0
3,male,,0,0,8.7125,C,19,Mr,Mr,1,1,1,8.712,0.0,Unknown,,2.3066981171775867,3,0
3,male,29.0,0,0,7.775,S,24,Mr,Mr,1,1,1,7.775,3.729903536977492,Unknown,,3.013778741641421,4,0
3,male,35.0,0,0,7.125,S,20,Mr,Mr,1,1,1,7.125,4.912280701754386,Unknown,,0.5784267656339637,3,0
3,female,2.0,0,1,12.2875,S,24,Miss,Miss,2,0,1,12.288,0.1627670396744659,Unknown,,8.191023176741997,4,1
3,male,21.0,0,0,7.8542,S,27,Mr,Mr,1,1,1,7.854,2.6737287056606656,Unknown,,2.2018320194981134,4,0
3,male,,2,0,23.25,Q,18,Mr,Mr,3,0,2,11.625,0.0,Unknown,,8.388980864459342,3,1
1,female,32.0,0,0,76.2917,C,21,Miss,Miss,1,1,1,76.292,0.4194427440992925,D,15.0,2.0162732004774453,3,1
3,male,26.0,1,0,14.4542,C,27,Mr,Mr,2,0,1,14.454,1.7987851281980325,Unknown,,3.287516102875082,3,0
3,female,45.0,0,1,14.4542,C,31,Mrs,Mrs,2,0,2,7.227,3.1132819526504405,Unknown,,6.439995432390157,4,0
3,male,33.0,1,1,20.525,S,25,Mr,Mr,3,0,3,6.842,1.607795371498173,Unknown,,4.798756203039089,4,0
3,male,12.0,1,0,11.2417,C,28,Master,Master,2,0,2,5.621,1.0674542106620886,Unknown,,4.474123668234546,3,1
1,female,36.0,1,2,120.0,S,41,Mrs,Mrs,4,0,4,30.0,0.3,B,96.0,0.3961882534835714,6,1
3,female,26.0,1,0,16.1,S,47,Mrs,Mrs,2,0,2,8.05,1.6149068322981366,Unknown,,4.084532130706987,7,0
1,female,15.0,0,1,211.3375,S,33,Miss,Miss,2,0,3,70.446,0.0709765186017625,B,5.0,1.3008624013063197,4,1
3,male,7.0,4,1,39.6875,S,26,Master,Master,6,0,6,6.615,0.1763779527559055,Unknown,,7.040797680992236,4,0
3,male,39.0,1,5,31.275,S,27,Mr,Mr,7,0,7,4.468,1.2470023980815348,Unknown,,8.421189231357086,4,0
3,male,28.0,0,0,9.5,S,27,Mr,Mr,1,1,1,9.5,2.9473684210526314,Unknown,,5.596403313082179,5,0
1,male,37.0,0,1,29.7,C,21,Mr,Mr,2,0,1,29.7,1.245791245791246,C,118.0,3.4569599350391944,4,0
3,male,,0,0,7.25,S,22,Mr,Mr,1,1,1,7.25,0.0,Unknown,,2.723073265193689,3,0
3,male,4.0,4,2,31.275,S,39,Master,Master,7,0,7,4.468,0.1278976818545164,Unknown,,9.12363345616691,5,0
2,male,,0,0,0.0,S,21,Mr,Mr,1,1,3,0.0,0.0,Unknown,,5.9507793070025485,3,0
3,male,38.0,0,0,7.05,S,31,Mr,Mr,1,1,1,7.05,5.390070921985815,Unknown,,2.622640442998251,4,0
3,male,25.0,0,0,7.05,S,16,Mr,Mr,1,1,1,7.05,3.546099290780142,Unknown,,8.005866991090828,3,0
1,male,37.0,1,1,52.5542,S,29,Mr,Mr,3,0,2,26.277,0.7040350723633886,D,35.0,8.938925830509577,4,1
1,male,54.0,0,0,51.8625,S,23,Mr,Mr,1,1,1,51.862,1.0412147505422995,E,46.0,3.764633668780496,4,0
3,male,28.0,0,0,7.8958,S,22,Mr,Mr,1,1,1,7.896,3.5461891131994223,Unknown,,3.981686935909433,3,0
1,male,,0,0,26.55,S,45,Mr,Mr,1,1,1,26.55,0.0,Unknown,,5.679452305526294,6,1
3,female,14.0,0,0,7.8542,S,36,Miss,Miss,1,1,1,7.854,1.7824858037737772,Unknown,,8.383287047111379,5,0
3,male,26.0,0,0,18.7875,C,27,Mr,Mr,1,1,2,9.394,1.383898868928809,Unknown,,9.650269106665126,4,1
3,male,,0,0,14.5,S,24,Mr,Mr,1,1,1,14.5,0.0,Unknown,,8.700988739009299,4,0
3,male,28.5,0,0,16.1,S,20,Mr,Mr,1,1,2,8.05,1.7701863354037266,Unknown,,6.262203216314154,3,0
1,male,42.0,1,0,52.5542,S,28,Mr,Mr,2,0,1,52.554,0.7991749470070898,D,19.0,4.9587573507877085,5,1
3,male,21.0,0,0,7.775,S,33,Mr,Mr,1,1,1,7.775,2.70096463022508,Unknown,,7.636057941597608,5,0
3,male,19.0,0,0,7.8958,S,17,Mr,Mr,1,1,1,7.896,2.4063426125281797,Unknown,,1.586051052930737,3,0
3,male,24.0,0,0,7.4958,S,17,Mr,Mr,1,1,1,7.496,3.201793004082286,Unknown,,9.442664891134338,3,0
2,female,28.0,1,0,26.0,S,43,Mrs,Mrs,2,0,1,26.0,1.0769230769230769,Unknown,,0.1839067654746673,7,1
3,female,,0,0,7.8292,Q,29,Miss,Miss,1,1,1,7.829,0.0,Unknown,,7.435082562916078,4,1
1,female,30.0,0,0,93.5,S,21,Miss,Miss,1,1,2,46.75,0.320855614973262,B,73.0,0.3700763471549262,3,1
2,male,19.0,0,0,13.0,S,21,Mr,Mr,1,1,1,13.0,1.4615384615384617,Unknown,,0.5182353682242691,3,0
3,male,22.0,0,0,8.05,S,22,Mr,Mr,1,1,1,8.05,2.732919254658385,Unknown,,3.70472102791382,4,0
1,male,61.0,0,0,33.5,S,25,Mr,Mr,1,1,1,33.5,1.82089552238806,B,19.0,8.1707207094928,5,0
3,male,,0,0,8.05,S,18,Mr,Mr,1,1,1,8.05,0.0,Unknown,,0.3118313506128467,3,0
3,male,19.0,0,0,10.1708,S,17,Mr,Mr,1,1,1,10.171,1.8680929720375976,Unknown,,9.688778552856917,3,0
3,male,,0,0,8.05,S,27,Mr,Mr,1,1,1,8.05,0.0,Unknown,,4.607787680327258,4,0
3,female,26.0,0,0,7.925,S,22,Miss,Miss,1,1,1,7.925,3.280757097791798,Unknown,,9.327284833540132,3,1
3,male,28.0,0,0,22.525,S,24,Mr,Mr,1,1,1,22.525,1.2430632630410656,Unknown,,9.15488297588042,4,0
1,female,44.0,0,0,27.7208,C,41,Mrs,Mrs,1,1,1,27.721,1.5872557790539956,B,4.0,0.6337497047276774,6,1
3,male,41.0,0,0,7.125,S,30,Mr,Mr,1,1,1,7.125,5.754385964912281,Unknown,,8.601223971892045,5,0
3,male,28.5,0,0,7.2292,C,19,Mr,Mr,1,1,1,7.229,3.942344934432579,Unknown,,4.374749220237291,3,0
3,male,,0,0,7.8958,C,22,Mr,Mr,1,1,1,7.896,0.0,Unknown,,1.393560740728241,3,0
2,male,21.0,1,0,11.5,S,27,Mr,Mr,2,0,1,11.5,1.826086956521739,Unknown,,1.8097695270948977,4,0
2,female,45.0,0,0,13.5,S,29,Mrs,Mrs,1,1,1,13.5,3.333333333333333,Unknown,,0.823810456158427,4,1
2,male,36.0,0,0,10.5,S,17,Mr,Mr,1,1,1,10.5,3.4285714285714284,Unknown,,1.4991742734877378,3,0
3,male,,1,1,15.2458,C,49,Master,Master,3,0,2,7.623,0.0,Unknown,,2.732595269982093,6,1
3,male,40.5,0,0,7.75,Q,18,Mr,Mr,1,1,1,7.75,5.225806451612903,Unknown,,6.962887758781397,3,0
2,female,18.0,0,1,23.0,S,19,Miss,Miss,2,0,2,11.5,0.782608695652174,Unknown,,1.288698674734452,3,1
1,female,19.0,0,2,26.2833,S,28,Miss,Miss,3,0,1,26.283,0.7228924830595853,D,47.0,5.935924535540487,4,1
3,male,19.0,0,0,8.05,S,26,Mr,Mr,1,1,1,8.05,2.3602484472049685,Unknown,,0.1971053775436415,4,0
2,male,35.0,0,0,10.5,S,25,Mr,Mr,1,1,1,10.5,3.333333333333333,Unknown,,8.717835665922017,4,0
1,male,,0,0,42.4,S,25,Mr,Mr,1,1,1,42.4,0.0,Unknown,,2.2381761482262306,4,0
3,male,,0,0,7.7333,Q,24,Mr,Mr,1,1,1,7.733,0.0,Unknown,,5.924077846595176,4,0
3,male,,0,0,8.05,S,19,Mr,Mr,1,1,1,8.05,0.0,Unknown,,3.501252591667301,3,0
3,female,,0,0,7.75,Q,17,Miss,Miss,1,1,1,7.75,0.0,Unknown,,8.791183075621646,3,1
1,male,51.0,0,0,26.55,S,22,Mr,Mr,1,1,1,26.55,1.92090395480226,E,17.0,9.09032520665641,4,1
3,male,20.0,0,0,7.8542,S,22,Mr,Mr,1,1,1,7.854,2.546408291105396,Unknown,,7.083629767150348,4,0
1,male,58.0,0,0,29.7,C,23,Mr,Mr,1,1,1,29.7,1.9528619528619529,B,37.0,1.368186309189614,4,0
2,female,55.0,0,0,16.0,S,32,Mrs,Mrs,1,1,1,16.0,3.4375,Unknown,,4.686931597949703,5,1
1,female,30.0,0,0,56.9292,C,30,Miss,Miss,1,1,2,28.465,0.5269703421091461,E,36.0,3.351972416459009,4,1
1,male,36.0,1,2,120.0,S,26,Mr,Mr,4,0,4,30.0,0.3,B,96.0,2.078862551460273,4,1
3,male,17.0,0,0,8.6625,S,16,Mr,Mr,1,1,1,8.662,1.9624819624819625,Unknown,,2.2120944181960223,3,0
1,male,65.0,0,1,61.9792,C,30,Mr,Mr,2,0,1,61.979,1.0487389317706586,B,30.0,3.5058755880659698,4,0
2,female,7.0,0,2,26.25,S,22,Miss,Miss,3,0,3,8.75,0.2666666666666666,Unknown,,6.158631881823045,4,1
2,female,19.0,1,0,26.0,S,33,Mrs,Mrs,2,0,2,13.0,0.7307692307692307,Unknown,,7.671882889311269,5,1
3,male,21.0,0,0,8.05,S,24,Mr,Mr,1,1,1,8.05,2.6086956521739126,Unknown,,6.715731955927996,4,0
1,male,31.0,0,0,50.4958,S,36,Mr,Mr,1,1,1,50.496,0.6139124442032803,A,24.0,5.148173539296902,5,0
1,female,58.0,0,0,146.5208,C,20,Miss,Miss,1,1,2,73.26,0.395848234516874,B,80.0,9.899602323899453,3,1
3,male,20.0,0,0,8.05,S,30,Mr,Mr,1,1,1,8.05,2.484472049689441,Unknown,,9.699143978146031,4,0
3,female,31.0,0,0,8.6833,S,16,Mrs,Mrs,1,1,1,8.683,3.570071286262136,Unknown,,8.017280830697919,3,1
1,male,47.0,0,0,25.5875,S,26,Mr,Mr,1,1,1,25.588,1.836834391792868,E,58.0,6.318135270166684,4,0
2,female,,0,0,12.35,Q,19,Miss,Miss,1,1,1,12.35,0.0,E,101.0,9.208418826173723,4,1
